,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,24h
2021-11-16,72255.7734375,69817.2890625,68635.0,67896.71875,67691.078125,68874.5625,71983.1875,75713.078125,77509.65625,78506.9296875,78730.5546875,78152.078125,76843.328125,76423.2265625,75808.0078125,75565.40625,74892.9296875,76195.2265625,77309.84375,78692.421875,78207.453125,77215.2421875,74937.578125,71167.09375
2021-11-17,69245.9765625,66968.0859375,65360.8125,64713.74609375,64603.5390625,65776.0859375,68588.359375,72712.78125,74913.703125,76093.546875,76925.21875,77174.09375,77257.3359375,76904.734375,76709.5234375,76052.890625,76174.53125,77012.1796875,78389.0,79009.046875,79389.0390625,78204.828125,75560.6015625,72280.9375
2021-11-18,69599.46875,67682.5,66432.046875,66042.8828125,66200.6640625,67674.53125,70635.578125,75223.453125,77397.4765625,78517.46875,79211.796875,79262.2890625,79064.34375,78603.9296875,78415.828125,77778.328125,77908.1171875,79170.2109375,81562.875,82589.546875,82932.4140625,81674.0625,78992.671875,75758.859375
2021-11-19,73320.4765625,71384.8984375,70250.9375,69891.25,70184.046875,71636.34375,75014.625,79837.7734375,81558.875,82103.875,82034.6015625,81203.0,80271.34375,79175.5859375,78357.890625,77744.96875,77635.390625,79230.6484375,81843.2578125,83245.421875,83254.1875,81965.3515625,79397.6328125,76002.5390625
2021-11-20,73357.09375,71338.5234375,70083.2734375,69531.8984375,69621.4140625,70763.25,73776.375,77883.6015625,79713.09375,80202.234375,80017.2421875,79082.9140625,77945.1484375,76796.0078125,75750.125,74844.15625,74582.15625,75884.4375,77898.515625,79172.75,79442.2578125,78593.9453125,76236.4296875,73210.3828125
2021-11-21,68693.9765625,66692.1796875,65497.37109375,64871.78515625,64686.9296875,65362.1640625,66965.5390625,69111.125,71122.4375,72981.0078125,73909.203125,73810.265625,73325.1484375,72617.1796875,71892.5390625,71373.4375,71539.1953125,72719.90625,74712.3671875,76134.1015625,77252.421875,76870.2890625,74837.6640625,72232.5
2021-11-22,69594.0546875,68011.765625,67077.5859375,67077.40625,67328.6953125,68978.921875,72178.6015625,77048.5,79305.2734375,80250.953125,80503.34375,80106.203125,79707.765625,78752.765625,78443.8671875,77729.8671875,77835.421875,79590.65625,82613.5546875,84336.6015625,84884.5625,83501.8125,80737.8125,77591.1171875
2021-11-23,74768.875,72813.7890625,71559.2890625,71050.71875,70985.046875,72262.8125,75431.875,79844.6875,81672.359375,82251.3671875,81594.3359375,80605.3515625,79567.7421875,78134.1015625,77387.40625,76607.1328125,76278.140625,78146.2421875,80602.4453125,82132.7578125,82073.75,80740.296875,78145.03125,74863.8671875
2021-11-24,73197.5859375,70915.40625,69503.21875,68843.234375,68689.5546875,69778.796875,72329.1796875,76093.7421875,77817.9140625,78759.046875,78795.8828125,78218.015625,77368.859375,76426.0703125,75771.78125,75106.5703125,74901.578125,76412.9140625,78351.3984375,79536.2109375,79445.03125,78264.1875,75825.328125,72624.53125
2021-11-25,70503.234375,68592.1953125,67314.0,66857.890625,66633.2734375,67775.078125,70065.609375,73556.6875,76166.484375,77670.1171875,78371.390625,78450.75,78485.15625,77708.90625,77382.75,76609.890625,76765.28125,78270.2734375,80753.59375,81883.0078125,82537.671875,81473.3671875,79203.109375,76435.0078125
2021-11-26,68517.4140625,66512.2734375,65744.1015625,65240.7421875,65627.2578125,66269.3515625,67424.15625,69441.3671875,70760.03125,72077.75,72899.375,71972.3359375,70656.828125,69675.5625,68651.78125,68388.046875,68218.109375,69907.21875,72469.3828125,74586.390625,74887.15625,74721.671875,72730.9921875,70087.453125
2021-11-27,71343.2421875,69557.2890625,68522.140625,68104.046875,68473.34375,69950.109375,74179.59375,79692.890625,82016.21875,82136.078125,81615.6875,80871.453125,79642.1015625,78578.453125,77690.21875,76598.484375,76090.5625,76985.078125,78740.7734375,80038.75,80614.5234375,80063.3046875,77492.3203125,74302.0859375
2021-11-28,69706.640625,67910.40625,66946.1953125,66587.4609375,66714.078125,67928.8828125,70323.375,74046.7734375,76129.8046875,77080.140625,77248.828125,76663.2734375,75765.5703125,74739.6015625,74000.6875,73096.578125,72995.7578125,74521.3671875,77038.3515625,78697.2578125,79378.8515625,78607.625,76242.4765625,73499.703125
2021-11-29,71354.375,69509.6328125,68526.578125,68372.640625,68898.6953125,70675.1875,74691.046875,80278.109375,81842.328125,82041.8515625,81867.4375,80863.15625,79615.09375,78585.234375,77676.6875,77211.40625,77027.8125,78349.21875,80716.8515625,82377.3671875,82279.28125,81159.0078125,78361.84375,74573.515625
2021-11-30,73842.4453125,71756.671875,70494.53125,69907.5625,69996.9765625,71245.4296875,74251.3359375,78537.3203125,80354.7578125,80951.921875,80868.453125,80068.6875,79177.609375,78128.53125,77216.4765625,76429.53125,76321.9921875,77799.4453125,80101.5546875,81268.3828125,81279.671875,80052.7890625,77638.3515625,74505.9609375
