,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,24h
2021-08-11,96843.8046875,91608.6953125,88885.046875,88907.15625,88297.9921875,90159.5,92515.53125,96149.8046875,103335.4296875,97441.625,95799.171875,95862.015625,95988.2890625,94896.203125,94916.59375,92956.984375,90712.3359375,89849.9765625,89996.8046875,90357.0625,91293.15625,89516.1484375,83488.328125,81505.5234375
2021-08-12,93898.6796875,88772.59375,86274.4609375,86516.8046875,85886.234375,87731.2890625,89846.28125,93002.890625,100308.90625,94425.7421875,92987.5546875,93071.515625,93326.9921875,92462.265625,92580.796875,90661.6015625,88442.1015625,87502.21875,87875.7421875,88236.9296875,89520.3828125,87832.6640625,81827.7109375,79942.1171875
2021-08-13,89897.5625,85573.578125,83351.7578125,83744.9296875,83382.46875,85193.78125,87274.9453125,90562.359375,97250.609375,92060.125,90519.1328125,90268.3671875,90181.796875,88750.546875,88767.4453125,86791.5859375,84782.7578125,84273.8984375,85252.0625,85845.171875,87403.328125,86278.34375,80927.6328125,79077.3046875
2021-08-14,85373.6328125,81432.640625,79473.2734375,80149.8671875,79826.484375,81641.34375,83454.2109375,86247.59375,92803.0390625,87936.171875,86581.53125,86145.34375,86142.859375,84732.453125,84614.5390625,82682.8359375,80733.75,80051.0703125,81286.484375,81922.8125,84019.1875,82999.5390625,77922.21875,76311.265625
2021-08-15,83847.09375,80078.546875,78221.125,79053.0390625,78789.6953125,80562.609375,82245.8046875,84871.1015625,91425.2265625,86631.40625,85291.375,84795.78125,84784.375,83239.3671875,83159.9609375,81181.96875,79317.1484375,78691.625,80113.9765625,80871.6640625,83164.3984375,82276.7109375,77340.3671875,75813.4609375
2021-08-16,84856.984375,80719.28125,78761.359375,79600.2265625,79199.8828125,80970.9921875,82589.1640625,85055.2578125,91968.8046875,86884.859375,85693.5859375,85396.6328125,85639.0859375,84493.2734375,84534.4609375,82599.9609375,80703.53125,79822.2890625,81002.03125,81659.0,83904.8125,82762.75,77523.78125,75945.640625
2021-08-17,89460.2578125,84772.1796875,82571.0859375,83164.2265625,82630.5859375,84472.4296875,86231.6328125,88900.7421875,96208.8046875,90474.25,89157.3671875,89060.1328125,89333.1640625,88379.75,88447.9296875,86505.796875,84392.4140625,83349.25,84139.2265625,84754.359375,86569.21875,85126.0546875,79458.171875,77801.1171875
2021-08-18,92828.3515625,87903.2578125,85508.1328125,85873.1015625,85329.25,87149.78125,89180.5703125,92201.2578125,99504.1953125,93599.015625,92106.0625,92088.421875,92246.640625,91209.578125,91295.21875,89305.9375,87123.359375,86234.8828125,86803.6484375,87335.5390625,88789.40625,87239.8359375,81363.3046875,79571.9296875
2021-08-19,93195.5234375,88241.1953125,85832.359375,86205.71875,85670.046875,87489.0,89515.6953125,92526.59375,99908.6640625,93909.7421875,92383.2109375,92375.03125,92527.203125,91461.0390625,91586.0390625,89561.4453125,87375.7578125,86506.7421875,87090.953125,87655.5625,89095.3828125,87551.5234375,81649.875,79862.421875
2021-08-20,93970.8046875,88965.515625,86510.953125,86823.84375,86283.46875,88111.9375,90192.546875,93315.84375,100686.6953125,94662.421875,93087.0390625,93079.796875,93208.8984375,92102.0546875,92204.828125,90168.140625,87971.6328125,87108.671875,87624.3828125,88168.3828125,89526.6328125,87956.3515625,82026.1015625,80224.578125
2021-08-21,92671.40625,87600.328125,85195.671875,85547.4453125,84932.3359375,86752.4921875,88689.125,91633.7109375,99061.9375,93113.3671875,91747.078125,91843.203125,92151.6875,91307.8203125,91480.0,89527.28125,87354.453125,86318.5546875,86812.4921875,87286.640625,88698.0859375,87076.0078125,81128.578125,79330.65625
2021-08-22,87484.4140625,82643.609375,80457.484375,81004.21875,80358.0546875,82211.90625,83826.40625,86476.484375,93759.0,88393.578125,87444.6953125,87610.7421875,88340.015625,87848.328125,88169.7109375,86397.84375,84413.3515625,83199.3671875,83833.65625,84131.6875,85900.2578125,84397.234375,78694.9296875,76859.3984375
2021-08-23,92266.296875,87268.625,84865.234375,85143.2109375,84522.3046875,86344.0078125,88383.515625,91458.4140625,98623.6171875,92938.6953125,91615.1875,91676.5625,91957.1171875,91124.9609375,91169.8203125,89311.25,87143.5546875,86121.4609375,86546.0546875,86934.953125,88297.0859375,86658.734375,80788.5546875,78945.671875
2021-08-24,98498.5859375,93291.453125,90491.6015625,90488.40625,89901.46875,91787.3046875,94274.265625,98123.1328125,105227.4375,99268.7890625,97373.2109375,97276.0,97120.2890625,95790.171875,95605.515625,93565.2265625,91292.6484375,90509.3125,90663.328125,91106.640625,91965.0703125,90176.15625,84187.8046875,82269.703125
2021-08-25,96277.4609375,90943.6796875,88274.625,88496.0390625,87864.0546875,89729.3046875,91807.0390625,95037.2734375,102671.5546875,96404.71875,94829.734375,94958.7109375,95276.53125,94299.46875,94494.0859375,92467.2578125,90185.859375,89218.6875,89472.515625,89901.4296875,91085.140625,89290.6484375,83149.3984375,81263.8984375
2021-08-26,96359.7578125,91231.8359375,88556.0625,88662.6484375,88131.2890625,89995.8359375,92342.9375,95943.15625,103208.8359375,97275.3046875,95536.375,95574.9375,95645.8671875,94463.671875,94637.109375,92588.2109375,90416.9609375,89720.390625,90061.390625,90511.5234375,91511.875,89874.09375,83908.28125,81887.0625
2021-08-27,90194.6015625,85035.1328125,82700.96875,83327.4296875,82590.5859375,84425.171875,85929.3671875,88358.0,96122.9765625,90140.03125,89114.2890625,89342.484375,90098.0546875,89659.2578125,89967.5,88101.671875,85961.421875,84616.9296875,85181.0390625,85563.71875,87311.515625,85561.1640625,79576.921875,77839.421875
2021-08-28,89601.3203125,84546.0234375,82274.9453125,82785.6875,82099.796875,83950.8984375,85552.3828125,88191.8359375,95729.4765625,89975.9609375,88930.546875,89164.953125,89857.3125,89350.9609375,89711.484375,87860.421875,85795.6328125,84560.890625,85142.7421875,85480.1875,87126.1328125,85532.953125,79645.0234375,77835.1875
2021-08-29,89821.9453125,84947.59375,82702.515625,83139.9140625,82520.484375,84388.0859375,86205.09375,89035.03125,96280.8515625,90679.125,89478.65625,89549.734375,89963.71875,89252.6796875,89431.0,87575.4375,85494.7265625,84398.8515625,85012.9453125,85396.3203125,87013.828125,85500.7734375,79714.328125,77919.90625
2021-08-30,84266.4375,80155.265625,78250.25,78958.5625,78555.2890625,80388.8125,82021.6640625,84681.0859375,91427.1328125,86553.1875,85400.328125,85199.65625,85476.6640625,84390.34375,84548.921875,82666.703125,80815.5078125,79989.3203125,81162.40625,81671.8828125,83800.390625,82781.3359375,77587.328125,75903.953125
2021-08-31,82100.796875,78299.28125,76555.234375,77478.0234375,77134.40625,78914.1953125,80362.9453125,82780.859375,89414.6328125,84695.421875,83569.7109375,83209.9296875,83371.9921875,82081.546875,82108.1328125,80177.8984375,78421.3046875,77619.9765625,79041.4921875,79724.625,82195.7265625,81311.0859375,76338.78125,74822.984375
